groupi	groupj	w
1.031.O.	1.198.A.	1
1.031.O.	1.198.B.	1
1.031.O.	1.199.A.	2
1.031.O.	1.199.B.	2
1.031.O.	1.200.O.	1
1.031.O.	1.201.B.	2
1.031.O.	1.214.O.	1
1.031.O.	1.215.A.	1
1.031.O.	1.215.B.	1
1.031.O.	1.223.O.	1
1.031.O.	1.224.A.	1
1.031.O.	1.225.O.	2
1.031.O.	1.232.O.	1
1.031.O.	1.236.O.	1
1.031.O.	1.237.A.	1
1.031.O.	1.237.B.	1
1.031.O.	1.243.O.	1
1.031.O.	1.244.A.	9
1.031.O.	1.246.O.	2
1.031.O.	1.247.A.	1
1.031.O.	1.247.B.	1
1.031.O.	1.248.O.	1
1.031.O.	1.255.O.	9
1.031.O.	1.256.O.	1
1.031.O.	1.261.O.	1
1.031.O.	1.263.A.	1
1.031.O.	1.263.B.	1
1.031.O.	1.265.O.	1
1.031.O.	1.267.O.	1
1.031.O.	1.268.A.	1
1.031.O.	1.268.B.	1
1.031.O.	1.269.O.	1
1.031.O.	1.270.A.	1
1.031.O.	1.270.B.	1
1.031.O.	1.271.A.	1
1.031.O.	1.271.B.	1
1.031.O.	1.272.O.	1
1.031.O.	1.273.O.	1
1.031.O.	1.274.O.	1
1.031.O.	1.275.O.	1
1.031.O.	1.276.O.	1
1.031.O.	1.277.A.	1
1.031.O.	1.277.B.	1
1.031.O.	1.278.O.	1
1.031.O.	1.280.O.	1
1.031.O.	1.281.O.	1
1.031.O.	1.282.A.	1
1.031.O.	1.283.A.	1
1.031.O.	1.283.B.	1
1.031.O.	1.283.C.	1
1.031.O.	1.284.A.	2
1.031.O.	1.286.O.	1
1.031.O.	1.287.O.	2
1.031.O.	1.289.A.	2
1.031.O.	1.291.O.	1
1.031.O.	1.293.O.	1
1.031.O.	12G01.O.	1
1.031.O.	2.058.O.	2
1.031.O.	2.130.O.	1
1.031.O.	2.275.O.	2
1.031.O.	3.058.O.	2
1.032.O.	1.033.O.	62
1.032.O.	1.037.O.	4
1.032.O.	1.038.O.	1
1.032.O.	1.039.O.	1
1.032.O.	1.042.O.	1
1.032.O.	1.046.O.	62
1.032.O.	1.047.O.	4
1.032.O.	1.049.O.	4
1.032.O.	1.050.O.	4
1.032.O.	1.052.A.	3
1.032.O.	1.054.O.	1
1.032.O.	1.055.O.	4
1.032.O.	1.056.O.	5
1.032.O.	1.060.A.	2
1.032.O.	1.063.O.	2
1.032.O.	1.064.O.	1
1.032.O.	1.066.O.	5
1.032.O.	1.067.O.	1
1.032.O.	1.068.O.	5
1.032.O.	1.072.O.	5
1.032.O.	1.074.O.	1
1.032.O.	1.075.O.	3
1.032.O.	1.076.O.	1
1.032.O.	1.081.O.	2
1.032.O.	1.082.O.	1
1.032.O.	1.083.O.	4
1.032.O.	1.084.O.	2
1.032.O.	1.085.O.	1
1.032.O.	1.086.O.	3
1.032.O.	1.087.A.	2
1.032.O.	1.088.O.	61
1.032.O.	1.089.O.	64
1.032.O.	1.091.O.	1
1.032.O.	1.093.O.	3
1.032.O.	1.094.O.	3
1.032.O.	1.098.O.	64
1.032.O.	1.100.O.	4
1.032.O.	1.103.O.	65
1.032.O.	1.104.O.	57
1.032.O.	1.105.O.	1
1.032.O.	1.106.O.	1
1.032.O.	1.108.O.	1
1.032.O.	1.110.O.	1
1.032.O.	1.112.O.	1
1.032.O.	1.113.A.	5
1.032.O.	1.115.A.	1
1.032.O.	1.115.B.	1
1.032.O.	1.116.O.	1
1.032.O.	1.117.O.	1
1.032.O.	1.118.A.	61
1.032.O.	1.118.B.	61
1.032.O.	1.124.O.	2
1.032.O.	1.127.O.	1
1.032.O.	1.131.O.	1
1.032.O.	1.132.O.	1
1.032.O.	1.133.O.	1
1.032.O.	1.134.O.	1
1.032.O.	1.135.O.	1
1.032.O.	1.144.O.	1
1.032.O.	1.147.O.	2
1.032.O.	1.148.O.	1
1.032.O.	1.149.O.	1
1.032.O.	1.151.O.	1
1.032.O.	1.157.O.	1
1.032.O.	1.158.O.	2
1.032.O.	1.160.O.	61
1.032.O.	1.162.O.	2
1.032.O.	1.164.O.	2
1.032.O.	1.165.O.	1
1.032.O.	1.167.O.	1
1.032.O.	1.168.O.	1
1.032.O.	1.171.O.	58
1.032.O.	1.172.O.	1
1.032.O.	1.173.O.	2
1.032.O.	1.174.O.	1
1.032.O.	1.175.O.	2
1.032.O.	1.176.O.	1
1.032.O.	1.178.O.	1
1.032.O.	1.181.O.	1
1.032.O.	1.185.O.	2
1.032.O.	1.186.O.	1
1.032.O.	1.189.B.	2
1.032.O.	1.189.C.	2
1.032.O.	1.189.O.	2
1.032.O.	1.191.O.	1
1.032.O.	1.193.O.	1
1.032.O.	1.194.O.	59
1.032.O.	1.195.O.	59
1.032.O.	1.196.O.	58
1.032.O.	1.197.A.	3
1.032.O.	1.198.A.	2
1.032.O.	1.198.B.	2
1.032.O.	1.199.A.	3
1.032.O.	1.199.B.	3
1.032.O.	1.200.O.	59
1.032.O.	1.201.B.	2
1.032.O.	1.205.O.	1
1.032.O.	1.206.O.	1
1.032.O.	1.207.B.	1
1.032.O.	1.213.O.	1
1.032.O.	1.215.A.	1
1.032.O.	1.215.B.	1
1.032.O.	1.223.O.	1
1.032.O.	1.225.O.	3
1.032.O.	1.226.O.	1
1.032.O.	1.228.O.	1
1.032.O.	1.232.O.	1
1.032.O.	1.233.A.	1
1.032.O.	1.233.B.	1
1.032.O.	1.236.O.	1
1.032.O.	1.237.A.	63
1.032.O.	1.237.B.	63
1.032.O.	1.239.O.	1
1.032.O.	1.240.O.	1
1.032.O.	1.242.O.	1
1.032.O.	1.244.A.	1
1.032.O.	1.246.O.	1
1.032.O.	1.248.O.	2
1.032.O.	1.250.O.	64
1.032.O.	1.251.O.	58
1.032.O.	1.255.O.	1
1.032.O.	1.256.O.	1
1.032.O.	1.263.A.	2
1.032.O.	1.263.B.	2
1.032.O.	1.264.O.	1
1.032.O.	1.265.O.	1
1.032.O.	1.266.O.	2
1.032.O.	1.267.O.	58
1.032.O.	1.268.A.	59
1.032.O.	1.268.B.	59
1.032.O.	1.269.O.	59
1.032.O.	1.270.A.	59
1.032.O.	1.270.B.	59
1.032.O.	1.271.A.	59
1.032.O.	1.271.B.	59
1.032.O.	1.272.O.	59
1.032.O.	1.273.O.	1
1.032.O.	1.274.O.	58
1.032.O.	1.277.A.	59
1.032.O.	1.277.B.	59
1.032.O.	1.278.O.	1
1.032.O.	1.280.O.	59
1.032.O.	1.281.O.	59
1.032.O.	1.282.A.	59
1.032.O.	1.283.A.	60
1.032.O.	1.283.B.	60
1.032.O.	1.283.C.	60
1.032.O.	1.284.A.	5
1.032.O.	1.285.O.	59
1.032.O.	1.286.O.	1
1.032.O.	1.287.O.	5
1.032.O.	1.289.A.	5
1.032.O.	1.291.O.	3
1.032.O.	1.293.O.	1
1.032.O.	12G01.O.	2
1.032.O.	2.044.O.	4
1.032.O.	2.095.A.	2
1.032.O.	2.095.B.	2
1.032.O.	2.096.O.	4
1.032.O.	2.117.O.	1
1.032.O.	2.275.O.	2
1.033.O.	1.037.O.	4
1.033.O.	1.038.O.	2
1.033.O.	1.046.O.	62
1.033.O.	1.047.O.	1
1.033.O.	1.049.O.	4
1.033.O.	1.050.O.	4
1.033.O.	1.052.A.	3
1.033.O.	1.054.O.	1
1.033.O.	1.055.O.	4
1.033.O.	1.056.O.	5
1.033.O.	1.060.A.	2
1.033.O.	1.063.O.	1
1.033.O.	1.064.O.	2
1.033.O.	1.066.O.	5
1.033.O.	1.068.O.	5
1.033.O.	1.072.O.	5
1.033.O.	1.074.O.	1
1.033.O.	1.075.O.	1
1.033.O.	1.076.O.	1
1.033.O.	1.079.O.	1
1.033.O.	1.081.O.	1
1.033.O.	1.082.O.	1
1.033.O.	1.083.O.	4
1.033.O.	1.084.O.	3
1.033.O.	1.085.O.	2
1.033.O.	1.086.O.	2
1.033.O.	1.087.A.	1
1.033.O.	1.088.O.	61
1.033.O.	1.089.O.	57
1.033.O.	1.091.O.	1
1.033.O.	1.093.O.	1
1.033.O.	1.094.O.	1
1.033.O.	1.098.O.	57
1.033.O.	1.100.O.	1
1.033.O.	1.101.O.	2
1.033.O.	1.103.O.	59
1.033.O.	1.104.O.	59
1.033.O.	1.106.O.	2
1.033.O.	1.108.O.	2
1.033.O.	1.110.O.	1
1.033.O.	1.111.A.	1
1.033.O.	1.111.B.	1
1.033.O.	1.112.O.	1
1.033.O.	1.113.A.	3
1.033.O.	1.115.A.	1
1.033.O.	1.115.B.	1
1.033.O.	1.116.O.	2
1.033.O.	1.117.O.	1
1.033.O.	1.118.A.	56
1.033.O.	1.118.B.	56
1.033.O.	1.119.O.	1
1.033.O.	1.121.O.	1
1.033.O.	1.124.O.	2
1.033.O.	1.131.O.	1
1.033.O.	1.132.O.	1
1.033.O.	1.133.O.	2
1.033.O.	1.134.O.	2
1.033.O.	1.135.O.	1
1.033.O.	1.138.O.	1
1.033.O.	1.143.O.	1
1.033.O.	1.144.O.	1
1.033.O.	1.147.O.	1
1.033.O.	1.148.O.	1
1.033.O.	1.149.O.	1
1.033.O.	1.157.O.	2
1.033.O.	1.160.O.	56
1.033.O.	1.161.O.	1
1.033.O.	1.162.O.	1
1.033.O.	1.164.O.	2
1.033.O.	1.165.O.	3
1.033.O.	1.167.O.	1
1.033.O.	1.168.O.	1
1.033.O.	1.170.O.	1
1.033.O.	1.171.O.	59
1.033.O.	1.172.O.	2
1.033.O.	1.173.O.	2
1.033.O.	1.174.O.	3
1.033.O.	1.176.O.	3
1.033.O.	1.178.O.	1
1.033.O.	1.181.O.	1
1.033.O.	1.182.O.	1
1.033.O.	1.185.O.	1
1.033.O.	1.187.O.	1
1.033.O.	1.189.B.	1
1.033.O.	1.189.C.	1
1.033.O.	1.189.O.	1
1.033.O.	1.191.O.	1
1.033.O.	1.193.O.	3
1.033.O.	1.194.O.	58
1.033.O.	1.195.O.	58
1.033.O.	1.196.O.	57
1.033.O.	1.197.A.	1
1.033.O.	1.198.A.	2
1.033.O.	1.198.B.	2
1.033.O.	1.199.A.	1
1.033.O.	1.199.B.	1
1.033.O.	1.200.O.	58
1.033.O.	1.201.B.	2
1.033.O.	1.205.O.	1
1.033.O.	1.206.O.	4
1.033.O.	1.207.B.	1
1.033.O.	1.210.O.	1
1.033.O.	1.213.O.	1
1.033.O.	1.223.O.	1
1.033.O.	1.225.O.	3
1.033.O.	1.226.O.	2
1.033.O.	1.228.O.	2
1.033.O.	1.231.O.	1
1.033.O.	1.232.O.	2
1.033.O.	1.233.A.	2
1.033.O.	1.233.B.	2
1.033.O.	1.236.O.	3
1.033.O.	1.237.A.	55
1.033.O.	1.237.B.	55
1.033.O.	1.239.O.	2
1.033.O.	1.240.O.	2
1.033.O.	1.242.O.	1
1.033.O.	1.243.O.	1
1.033.O.	1.246.O.	1
1.033.O.	1.247.A.	1
1.033.O.	1.247.B.	1
1.033.O.	1.248.O.	1
1.033.O.	1.250.O.	52
1.033.O.	1.251.O.	61
1.033.O.	1.254.O.	1
1.033.O.	1.256.O.	3
1.033.O.	1.263.A.	1
1.033.O.	1.263.B.	1
1.033.O.	1.264.O.	1
1.033.O.	1.265.O.	1
1.033.O.	1.266.O.	1
1.033.O.	1.267.O.	57
1.033.O.	1.268.A.	58
1.033.O.	1.268.B.	58
1.033.O.	1.269.O.	58
1.033.O.	1.270.A.	58
1.033.O.	1.270.B.	58
1.033.O.	1.271.A.	58
1.033.O.	1.271.B.	58
1.033.O.	1.272.O.	58
1.033.O.	1.273.O.	1
1.033.O.	1.274.O.	57
1.033.O.	1.275.O.	1
1.033.O.	1.277.A.	58
1.033.O.	1.277.B.	58
1.033.O.	1.278.O.	2
1.033.O.	1.280.O.	58
1.033.O.	1.281.O.	58
1.033.O.	1.282.A.	58
1.033.O.	1.283.A.	58
1.033.O.	1.283.B.	58
1.033.O.	1.283.C.	58
1.033.O.	1.284.A.	1
1.033.O.	1.285.O.	64
1.033.O.	1.287.O.	1
1.033.O.	1.289.A.	1
1.033.O.	1.291.O.	2
1.033.O.	12G01.O.	1
1.033.O.	2.044.O.	4
1.033.O.	2.095.A.	1
1.033.O.	2.095.B.	1
1.033.O.	2.096.O.	4
1.033.O.	2.117.O.	1
1.033.O.	2.275.O.	2
1.034.O.	1.034.X.	66
1.034.O.	1.036.O.	2
1.034.O.	1.047.O.	1
1.034.O.	1.052.A.	1
1.034.O.	1.060.A.	1
1.034.O.	1.070.O.	18
1.034.O.	1.077.O.	18
1.034.O.	1.079.O.	1
1.034.O.	1.086.O.	1
1.034.O.	1.087.A.	1
1.034.O.	1.089.O.	1
1.034.O.	1.098.O.	1
1.034.O.	1.100.O.	1
1.034.O.	1.105.O.	1
1.034.O.	1.106.O.	1
1.034.O.	1.121.O.	1
1.034.O.	1.132.O.	1
1.034.O.	1.139.A.	65
1.034.O.	1.139.B.	65
1.034.O.	1.149.O.	1
1.034.O.	1.155.O.	1
1.034.O.	1.158.O.	1
1.034.O.	1.160.O.	1
1.034.O.	1.169.O.	1
1.034.O.	1.173.O.	1
1.034.O.	1.175.O.	1
1.034.O.	1.178.O.	1
1.034.O.	1.181.O.	1
1.034.O.	1.183.O.	1
1.034.O.	1.184.A.	1
1.034.O.	1.187.O.	1
1.034.O.	1.188.A.	1
1.034.O.	1.188.B.	1
1.034.O.	1.188.C.	1
1.034.O.	1.191.O.	2
1.034.O.	1.198.A.	1
1.034.O.	1.198.B.	1
1.034.O.	1.201.B.	1
1.034.O.	1.208.B.	4
1.034.O.	1.209.O.	62
1.034.O.	1.211.A.	1
1.034.O.	1.211.B.	1
1.034.O.	1.216.O.	1
1.034.O.	1.223.O.	2
1.034.O.	1.224.A.	1
1.034.O.	1.225.O.	1
1.034.O.	1.232.O.	1
1.034.O.	1.235.O.	5
1.034.O.	1.237.A.	1
1.034.O.	1.237.B.	1
1.034.O.	1.238.A.	1
1.034.O.	1.238.B.	1
1.034.O.	1.245.O.	1
1.034.O.	1.246.O.	1
1.034.O.	1.248.O.	1
1.034.O.	1.253.O.	5
1.034.O.	1.256.O.	1
1.034.O.	1.261.O.	1
1.034.O.	1.262.O.	1
1.034.O.	1.263.A.	1
1.034.O.	1.263.B.	1
1.034.O.	1.264.O.	5
1.034.O.	1.273.O.	1
1.034.O.	1.275.O.	1
1.034.O.	1.276.O.	1
1.034.O.	1.284.A.	1
1.034.O.	1.286.O.	1
1.034.O.	1.287.O.	1
1.034.O.	1.289.A.	1
1.034.O.	1.293.O.	4
1.034.O.	12G01.O.	1
1.034.X.	1.036.O.	2
1.034.X.	1.047.O.	1
1.034.X.	1.052.A.	1
1.034.X.	1.060.A.	1
1.034.X.	1.070.O.	18
1.034.X.	1.077.O.	18
1.034.X.	1.079.O.	1
1.034.X.	1.086.O.	1
1.034.X.	1.087.A.	1
1.034.X.	1.089.O.	1
1.034.X.	1.098.O.	1
1.034.X.	1.100.O.	1
1.034.X.	1.105.O.	1
1.034.X.	1.106.O.	1
1.034.X.	1.121.O.	1
1.034.X.	1.132.O.	1
1.034.X.	1.139.A.	67
1.034.X.	1.139.B.	67
1.034.X.	1.149.O.	1
1.034.X.	1.155.O.	1
1.034.X.	1.158.O.	1
1.034.X.	1.160.O.	1
1.034.X.	1.169.O.	1
1.034.X.	1.173.O.	1
1.034.X.	1.175.O.	1
1.034.X.	1.178.O.	1
1.034.X.	1.181.O.	1
1.034.X.	1.183.O.	1
1.034.X.	1.184.A.	1
1.034.X.	1.187.O.	1
1.034.X.	1.188.A.	1
1.034.X.	1.188.B.	1
1.034.X.	1.188.C.	1
1.034.X.	1.191.O.	2
1.034.X.	1.198.A.	1
1.034.X.	1.198.B.	1
1.034.X.	1.201.B.	1
1.034.X.	1.208.B.	4
1.034.X.	1.209.O.	63
1.034.X.	1.211.A.	1
1.034.X.	1.211.B.	1
1.034.X.	1.216.O.	1
1.034.X.	1.223.O.	2
1.034.X.	1.224.A.	1
1.034.X.	1.225.O.	1
1.034.X.	1.232.O.	1
1.034.X.	1.235.O.	5
1.034.X.	1.237.A.	1
1.034.X.	1.237.B.	1
1.034.X.	1.238.A.	1
1.034.X.	1.238.B.	1
1.034.X.	1.245.O.	1
1.034.X.	1.246.O.	1
1.034.X.	1.248.O.	1
1.034.X.	1.253.O.	5
1.034.X.	1.256.O.	1
1.034.X.	1.261.O.	1
1.034.X.	1.262.O.	1
1.034.X.	1.263.A.	1
1.034.X.	1.263.B.	1
1.034.X.	1.264.O.	5
1.034.X.	1.273.O.	1
1.034.X.	1.275.O.	1
1.034.X.	1.276.O.	1
1.034.X.	1.284.A.	1
1.034.X.	1.286.O.	1
1.034.X.	1.287.O.	1
1.034.X.	1.289.A.	1
1.034.X.	1.293.O.	4
1.034.X.	12G01.O.	1
1.036.O.	1.038.O.	18
1.036.O.	1.039.O.	43
1.036.O.	1.042.O.	24
1.036.O.	1.046.O.	1
1.036.O.	1.047.O.	4
1.036.O.	1.052.A.	1
1.036.O.	1.054.O.	5
1.036.O.	1.056.O.	1
1.036.O.	1.060.A.	4
1.036.O.	1.061.O.	43
1.036.O.	1.064.O.	1
1.036.O.	1.066.O.	1
1.036.O.	1.067.O.	48
1.036.O.	1.068.O.	1
1.036.O.	1.071.A.	25
1.036.O.	1.074.O.	1
1.036.O.	1.075.O.	1
1.036.O.	1.076.O.	1
1.036.O.	1.079.O.	47
1.036.O.	1.082.O.	3
1.036.O.	1.084.O.	2
1.036.O.	1.085.O.	3
1.036.O.	1.086.O.	2
1.036.O.	1.087.A.	4
1.036.O.	1.089.O.	1
1.036.O.	1.090.B.	47
1.036.O.	1.091.O.	46
1.036.O.	1.093.O.	1
1.036.O.	1.094.O.	1
1.036.O.	1.097.O.	1
1.036.O.	1.098.O.	1
1.036.O.	1.100.O.	3
1.036.O.	1.101.O.	2
1.036.O.	1.105.O.	3
1.036.O.	1.106.O.	5
1.036.O.	1.108.O.	1
1.036.O.	1.110.O.	1
1.036.O.	1.111.A.	1
1.036.O.	1.111.B.	1
1.036.O.	1.112.O.	15
1.036.O.	1.113.A.	3
1.036.O.	1.116.O.	1
1.036.O.	1.117.O.	1
1.036.O.	1.119.O.	16
1.036.O.	1.122.A.	3
1.036.O.	1.122.B.	3
1.036.O.	1.123.O.	1
1.036.O.	1.124.O.	1
1.036.O.	1.127.O.	17
1.036.O.	1.131.O.	2
1.036.O.	1.132.O.	4
1.036.O.	1.133.O.	1
1.036.O.	1.134.O.	3
1.036.O.	1.135.O.	15
1.036.O.	1.136.O.	1
1.036.O.	1.137.O.	19
1.036.O.	1.139.A.	2
1.036.O.	1.139.B.	2
1.036.O.	1.142.O.	1
1.036.O.	1.143.O.	16
1.036.O.	1.144.O.	23
1.036.O.	1.147.O.	2
1.036.O.	1.148.O.	2
1.036.O.	1.149.O.	6
1.036.O.	1.150.O.	1
1.036.O.	1.152.O.	1
1.036.O.	1.154.O.	1
1.036.O.	1.155.O.	2
1.036.O.	1.156.O.	1
1.036.O.	1.157.O.	2
1.036.O.	1.158.O.	2
1.036.O.	1.159.O.	1
1.036.O.	1.160.O.	1
1.036.O.	1.162.O.	2
1.036.O.	1.165.O.	1
1.036.O.	1.168.O.	5
1.036.O.	1.169.O.	1
1.036.O.	1.171.O.	3
1.036.O.	1.172.O.	1
1.036.O.	1.173.O.	5
1.036.O.	1.174.O.	1
1.036.O.	1.175.O.	2
1.036.O.	1.176.O.	1
1.036.O.	1.177.O.	16
1.036.O.	1.178.O.	15
1.036.O.	1.181.O.	2
1.036.O.	1.182.O.	3
1.036.O.	1.183.O.	4
1.036.O.	1.184.A.	4
1.036.O.	1.186.O.	3
1.036.O.	1.188.A.	1
1.036.O.	1.188.B.	1
1.036.O.	1.188.C.	1
1.036.O.	1.189.B.	2
1.036.O.	1.189.C.	2
1.036.O.	1.189.O.	2
1.036.O.	1.191.O.	4
1.036.O.	1.194.O.	3
1.036.O.	1.195.O.	3
1.036.O.	1.196.O.	3
1.036.O.	1.197.A.	3
1.036.O.	1.198.A.	20
1.036.O.	1.198.B.	20
1.036.O.	1.199.A.	2
1.036.O.	1.199.B.	2
1.036.O.	1.200.O.	3
1.036.O.	1.201.B.	2
1.036.O.	1.205.O.	2
1.036.O.	1.206.O.	2
1.036.O.	1.207.B.	1
1.036.O.	1.209.O.	2
1.036.O.	1.210.O.	3
1.036.O.	1.211.A.	4
1.036.O.	1.211.B.	4
1.036.O.	1.213.O.	17
1.036.O.	1.214.O.	2
1.036.O.	1.216.O.	15
1.036.O.	1.217.O.	1
1.036.O.	1.219.O.	1
1.036.O.	1.223.O.	3
1.036.O.	1.224.A.	1
1.036.O.	1.225.O.	3
1.036.O.	1.226.O.	1
1.036.O.	1.228.O.	2
1.036.O.	1.231.O.	16
1.036.O.	1.232.O.	2
1.036.O.	1.233.A.	1
1.036.O.	1.233.B.	1
1.036.O.	1.236.O.	21
1.036.O.	1.237.A.	1
1.036.O.	1.237.B.	1
1.036.O.	1.238.A.	2
1.036.O.	1.238.B.	2
1.036.O.	1.240.O.	2
1.036.O.	1.242.O.	1
1.036.O.	1.243.O.	2
1.036.O.	1.245.O.	2
1.036.O.	1.246.O.	3
1.036.O.	1.247.A.	4
1.036.O.	1.247.B.	4
1.036.O.	1.248.O.	5
1.036.O.	1.250.O.	1
1.036.O.	1.251.O.	1
1.036.O.	1.256.O.	3
1.036.O.	1.259.O.	1
1.036.O.	1.261.O.	1
1.036.O.	1.263.A.	3
1.036.O.	1.263.B.	3
1.036.O.	1.265.O.	13
1.036.O.	1.266.O.	1
1.036.O.	1.267.O.	3
1.036.O.	1.268.A.	3
1.036.O.	1.268.B.	3
1.036.O.	1.269.O.	3
1.036.O.	1.270.A.	3
1.036.O.	1.270.B.	3
1.036.O.	1.271.A.	3
1.036.O.	1.271.B.	3
1.036.O.	1.272.O.	3
1.036.O.	1.273.O.	5
1.036.O.	1.274.O.	3
1.036.O.	1.275.O.	9
1.036.O.	1.276.O.	17
1.036.O.	1.277.A.	3
1.036.O.	1.277.B.	3
1.036.O.	1.278.O.	4
1.036.O.	1.280.O.	3
1.036.O.	1.281.O.	3
1.036.O.	1.282.A.	3
1.036.O.	1.283.A.	2
1.036.O.	1.283.B.	2
1.036.O.	1.283.C.	2
1.036.O.	1.284.A.	4
1.036.O.	1.286.O.	5
1.036.O.	1.287.O.	4
1.036.O.	1.289.A.	4
1.036.O.	1.291.O.	2
1.036.O.	12G01.O.	42
1.036.O.	2.044.O.	1
1.036.O.	2.095.A.	17
1.036.O.	2.095.B.	17
1.036.O.	2.117.O.	1
1.036.O.	2.130.O.	1
1.036.O.	2.159.A.	1
1.036.O.	2.159.B.	1
1.036.O.	2.275.O.	1
1.037.O.	1.046.O.	4
1.037.O.	1.049.O.	6
1.037.O.	1.050.O.	6
1.037.O.	1.055.O.	6
1.037.O.	1.056.O.	49
1.037.O.	1.064.O.	1
1.037.O.	1.066.O.	49
1.037.O.	1.068.O.	49
1.037.O.	1.072.O.	49
1.037.O.	1.075.O.	3
1.037.O.	1.083.O.	6
1.037.O.	1.084.O.	1
1.037.O.	1.085.O.	1
1.037.O.	1.087.A.	1
1.037.O.	1.088.O.	3
1.037.O.	1.089.O.	4
1.037.O.	1.093.O.	3
1.037.O.	1.094.O.	3
1.037.O.	1.097.O.	1
1.037.O.	1.098.O.	4
1.037.O.	1.103.O.	3
1.037.O.	1.104.O.	3
1.037.O.	1.108.O.	1
1.037.O.	1.116.O.	1
1.037.O.	1.117.O.	3
1.037.O.	1.118.A.	3
1.037.O.	1.118.B.	3
1.037.O.	1.119.O.	1
1.037.O.	1.127.O.	1
1.037.O.	1.131.O.	1
1.037.O.	1.132.O.	1
1.037.O.	1.134.O.	1
1.037.O.	1.138.O.	1
1.037.O.	1.143.O.	1
1.037.O.	1.147.O.	1
1.037.O.	1.151.O.	1
1.037.O.	1.155.O.	2
1.037.O.	1.158.O.	1
1.037.O.	1.160.O.	3
1.037.O.	1.162.O.	1
1.037.O.	1.166.O.	1
1.037.O.	1.167.O.	1
1.037.O.	1.171.O.	3
1.037.O.	1.172.O.	1
1.037.O.	1.175.O.	1
1.037.O.	1.179.O.	1
1.037.O.	1.181.O.	1
1.037.O.	1.182.O.	1
1.037.O.	1.185.O.	1
1.037.O.	1.189.B.	1
1.037.O.	1.189.C.	1
1.037.O.	1.189.O.	1
1.037.O.	1.190.O.	1
1.037.O.	1.194.O.	3
1.037.O.	1.195.O.	3
1.037.O.	1.196.O.	3
1.037.O.	1.200.O.	3
1.037.O.	1.205.O.	1
1.037.O.	1.207.B.	3
1.037.O.	1.210.O.	1
1.037.O.	1.213.O.	1
1.037.O.	1.216.O.	1
1.037.O.	1.223.O.	1
1.037.O.	1.231.O.	1
1.037.O.	1.232.O.	1
1.037.O.	1.237.A.	3
1.037.O.	1.237.B.	3
1.037.O.	1.238.A.	1
1.037.O.	1.238.B.	1
1.037.O.	1.240.O.	1
1.037.O.	1.242.O.	1
1.037.O.	1.245.O.	1
1.037.O.	1.246.O.	1
1.037.O.	1.247.A.	1
1.037.O.	1.247.B.	1
1.037.O.	1.250.O.	3
1.037.O.	1.251.O.	4
1.037.O.	1.254.O.	1
1.037.O.	1.257.O.	1
1.037.O.	1.259.O.	1
1.037.O.	1.266.O.	1
1.037.O.	1.267.O.	3
1.037.O.	1.268.A.	3
1.037.O.	1.268.B.	3
1.037.O.	1.269.O.	3
1.037.O.	1.270.A.	3
1.037.O.	1.270.B.	3
1.037.O.	1.271.A.	3
1.037.O.	1.271.B.	3
1.037.O.	1.272.O.	3
1.037.O.	1.274.O.	3
1.037.O.	1.277.A.	3
1.037.O.	1.277.B.	3
1.037.O.	1.280.O.	3
1.037.O.	1.281.O.	3
1.037.O.	1.282.A.	3
1.037.O.	1.283.A.	3
1.037.O.	1.283.B.	3
1.037.O.	1.283.C.	3
1.037.O.	1.285.O.	3
1.037.O.	2.044.O.	41
1.037.O.	2.058.O.	3
1.037.O.	2.096.O.	6
1.037.O.	2.117.O.	3
1.037.O.	3.058.O.	3
1.038.O.	1.039.O.	24
1.038.O.	1.042.O.	58
1.038.O.	1.046.O.	1
1.038.O.	1.047.O.	2
1.038.O.	1.049.O.	1
1.038.O.	1.050.O.	1
1.038.O.	1.052.A.	3
1.038.O.	1.054.O.	36
1.038.O.	1.055.O.	1
1.038.O.	1.060.A.	1
1.038.O.	1.061.O.	24
1.038.O.	1.063.O.	1
1.038.O.	1.064.O.	3
1.038.O.	1.067.O.	26
1.038.O.	1.071.A.	57
1.038.O.	1.074.O.	5
1.038.O.	1.075.O.	9
1.038.O.	1.076.O.	2
1.038.O.	1.079.O.	21
1.038.O.	1.082.O.	6
1.038.O.	1.084.O.	3
1.038.O.	1.085.O.	4
1.038.O.	1.086.O.	2
1.038.O.	1.087.A.	3
1.038.O.	1.088.O.	2
1.038.O.	1.089.O.	2
1.038.O.	1.090.B.	18
1.038.O.	1.091.O.	26
1.038.O.	1.093.O.	9
1.038.O.	1.094.O.	9
1.038.O.	1.097.O.	2
1.038.O.	1.098.O.	2
1.038.O.	1.100.O.	3
1.038.O.	1.101.O.	1
1.038.O.	1.103.O.	1
1.038.O.	1.104.O.	2
1.038.O.	1.105.O.	12
1.038.O.	1.106.O.	12
1.038.O.	1.108.O.	3
1.038.O.	1.110.O.	3
1.038.O.	1.111.A.	1
1.038.O.	1.111.B.	1
1.038.O.	1.112.O.	58
1.038.O.	1.113.A.	2
1.038.O.	1.115.A.	5
1.038.O.	1.115.B.	5
1.038.O.	1.116.O.	4
1.038.O.	1.118.A.	1
1.038.O.	1.118.B.	1
1.038.O.	1.119.O.	13
1.038.O.	1.121.O.	1
1.038.O.	1.122.A.	6
1.038.O.	1.122.B.	6
1.038.O.	1.123.O.	13
1.038.O.	1.124.O.	3
1.038.O.	1.127.O.	19
